Scene no.,evaporation_and_natural_disperson,persistence,oil_amount_to_recover,E_ss,E_sl,E_sw,E_sb,E_ssC,E_slC,E_swC,E_sbC,E_ssI,E_slI,E_swI,E_sbI,water_temp,wind,air_temp,ice,oil_density,oil_viscosity,retaining_capacity,shoreline_length,distance_to_inhabitation,seawater,seasurface,residue_recovery,soot_pollution,displacement,sufficient_mixing_energy,MCR options,CDU options,ISB options
Scene 1510,0.213483146,0,0.232144518,0,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0.5,0.5,1,0.941176471,0.730337079,0.529411765,0.171717172,0.632653061,0.052631579,0,0.025698406,0.233128834,0,0,0,1,0,0,10,-10,8
Scene 1511,0.539325843,1,0.56442382,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.235294118,0.95505618,0.235294118,0.191919192,0.020408163,0.684210526,1,0.347446167,0.867075665,0,0,0,1,1,0,10,-10,10
Scene 1512,0.741573034,0,0.931844522,0.5,1,0.5,0.5,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0.137254902,0.797752809,0.431372549,0.888888889,0.306122449,0.157894737,0,0.934765669,0.030674847,0,0,0,0,0,0,10,-10,10
Scene 1513,0.685393258,1,0.695991636,0,0.5,1,0,0,1,0.5,0.5,1,1,1,1,0.235294118,0.606741573,0.411764706,0.666666667,0.306122449,1,1,0.786679886,0.793456033,0,0,1,1,1,1,-2,10,10
Scene 1514,0.921348315,1,0.554257798,0.5,0.5,1,0,0,0.5,1,1,0,0.5,1,1,0.098039216,0.865168539,0.117647059,0.131313131,0.571428571,0.684210526,1,0.24343933,0.785276074,0,0,0,1,1,0,10,-10,-2
Scene 1515,0.629213483,1,0.013877818,0,1,0,0,0,1,1,0.5,1,0,1,1,0.666666667,0.337078652,0.450980392,0.96969697,0.12244898,0.789473684,1,0.203983871,0.259713701,0,0,0,1,0,0,-2,-10,8
Scene 1516,0.876404494,0,0.120614268,1,0.5,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0,0.549019608,0.146067416,0.568627451,0.888888889,0.12244898,0.947368421,0,0.918432948,0.597137014,0,0,1,1,1,0,-2,-10,10
Scene 1517,0.775280899,0,0.462079468,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.5,0.764705882,0.292134831,0.647058824,0.101010101,0.816326531,1,0,0.829820952,0.036809816,0,0,1,0,0,1,-2,10,10
Scene 1518,0.123595506,1,0.751845105,1,0,0,1,1,0.5,0,1,0,1,1,1,0.901960784,0.550561798,0.235294118,0.525252525,0.612244898,0.947368421,1,0.816214926,0.701431493,0,0,1,1,0,0,10,-10,8
Scene 1519,0.258426966,0,0.040645288,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.5,0.196078431,0.033707865,0.549019608,0.272727273,0.571428571,0.736842105,0,0.780708894,0.421267894,0,0,1,1,0,1,10,10,8
Scene 1520,0.707865169,0,0.537536825,0,0.5,0.5,1,1,0,0.5,0.5,1,1,0.5,1,0.784313725,0.280898876,0.31372549,0.808080808,0.755102041,0.473684211,0,0.319332338,0.18609407,0,0,1,0,0,1,-2,10,10
Scene 1521,0.539325843,0,0.05313253,1,0.5,0.5,0.5,1,1,0,0.5,0,1,0,0.5,0.647058824,0.494382022,0.549019608,0.858585859,0.795918367,1,0,0.960977927,0.059304703,0,0,1,1,1,1,-2,10,10
Scene 1522,0.426966292,1,0.520258168,0.5,0.5,0.5,1,0.5,0.5,0,0.5,0.5,0.5,1,1,0.568627451,0.97752809,0.980392157,0.424242424,0.612244898,0.368421053,1,0.362533321,0.715746421,0,0,1,1,1,1,10,-10,10
Scene 1523,0.247191011,1,0.991447695,1,0.5,0.5,1,0,1,1,0.5,0.5,0.5,0,1,0.803921569,0.426966292,0.431372549,0.636363636,0.775510204,0.684210526,1,0.260092785,1,0,0,0,1,1,1,10,-2,10
Scene 1524,0.752808989,1,0.951781502,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,0,0.5,0,0.68627451,0.191011236,0.862745098,0.525252525,0.285714286,0.421052632,1,0.499668981,0.650306748,0,0,1,1,1,0,8,-10,10
Scene 1525,0.853932584,1,0.670984141,0.5,0.5,0,0,0.5,0.5,0,0,0.5,0.5,0,0.5,0.274509804,0.348314607,0.745098039,0.070707071,0.285714286,0.473684211,1,0.724432223,0.057259714,0,0,0,0,1,0,-2,-10,10
Scene 1526,0.471910112,0,0.851830382,0.5,1,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,0.5,0.019607843,0.06741573,0.117647059,0.686868687,0.244897959,0.157894737,0,0.274521735,0.985685072,0,0,0,1,0,1,-2,10,8
Scene 1527,0.460674157,1,0.898789287,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,0.5,0.5,0,0.31372549,0.966292135,0.607843137,0.636363636,0.87755102,0,1,0.796598746,0.713701431,0,0,0,0,1,0,10,-10,10
Scene 1528,0.348314607,1,0.203253343,0.5,0,0.5,1,1,0.5,0.5,0.5,0,1,0.5,0,0.745098039,0.370786517,0.529411765,0.424242424,0.367346939,0.578947368,1,0.413626005,0.615541922,0,0,1,0,1,1,10,10,10
Scene 1529,0.696629213,1,0.270690949,0.5,0,0,0.5,0.5,0.5,0,0.5,0.5,1,1,0,0.980392157,0.584269663,0.588235294,0.757575758,0.816326531,0,1,0.240515278,0.836400818,0,0,0,0,1,1,-2,-10,10
Scene 1530,0.584269663,0,0.43741511,0.5,0,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.784313725,0.157303371,0,0.272727273,0.918367347,0.631578947,0,0.963448788,0.382413088,0,0,0,0,0,1,10,10,10
Scene 1531,0.224719101,0,0.555610129,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.843137255,0.719101124,0.352941176,0.484848485,0.469387755,0,0,0.076294553,0.470347648,0,0,0,1,0,0,10,-10,8
Scene 1532,0.292134831,0,0.919739667,1,0.5,0,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.196078431,0.730337079,0.274509804,0.191919192,0.204081633,0.789473684,0,0.13897773,0.253578732,0,0,0,0,0,1,10,10,10
Scene 1533,0.213483146,1,0.756984687,0,0.5,1,0.5,0,0.5,0,0.5,1,0.5,0,0.5,0.901960784,0.08988764,0.764705882,0.818181818,0.183673469,0.368421053,1,0.529937849,0.085889571,0,0,0,1,0,0,-2,-10,8
Scene 1534,0.02247191,0,0.857290121,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.617977528,0.980392157,0.606060606,0.163265306,0.315789474,0,0.189041444,0.773006135,0,0,0,1,1,0,10,-10,10
Scene 1535,0.808988764,1,0.450188752,0,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0,0.705882353,0.820224719,0.568627451,0.141414141,0.346938776,0.684210526,1,0.863401413,0.860940695,0,0,1,1,1,0,-2,-10,10
Scene 1536,1,0,0.007414352,0.5,1,1,0.5,0.5,0.5,0,0.5,0.5,1,1,0.5,0.647058824,0.584269663,0.352941176,0.939393939,0.734693878,0.736842105,0,0.322573683,0.114519427,0,0,1,1,1,0,-2,-10,10
Scene 1537,0.112359551,1,0.636651922,0,0.5,0.5,0.5,0,0.5,0.5,0,1,0.5,0.5,0,0.725490196,0.337078652,0.941176471,0.828282828,0.816326531,1,1,0.610223493,0.924335378,0,0,1,1,1,1,-2,-10,10
Scene 1538,0.06741573,0,0.88494583,0,0.5,0.5,1,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.764705882,0.741573034,0.098039216,0.363636364,0.693877551,0.105263158,0,0.030895241,0.145194274,0,0,0,0,0,0,-2,-10,10
Scene 1539,1,0,0.717658491,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.019607843,0.146067416,0.411764706,0.131313131,0.346938776,0.263157895,0,0.381203632,0.408997955,0,0,1,0,0,1,2,10,10
Scene 1540,0.224719101,1,0.472194945,1,0.5,0.5,1,1,0,1,0,0,0.5,0.5,1,0,0.730337079,0.529411765,0.161616162,0,0.473684211,1,0.764077014,0.165644172,1,0,1,1,1,0,-2,-10,-2
Scene 1541,0.303370787,1,0.156416058,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.882352941,0.719101124,0.68627451,0.909090909,0.346938776,0.368421053,1,0.116806425,0.901840491,0,0,0,0,0,1,8,10,10
Scene 1542,0.146067416,0,0.762393756,1,0,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.980392157,0.213483146,0.62745098,0.888888889,0.693877551,0.473684211,0,0.170130862,0.120654397,0,0,0,0,0,0,-2,-10,10
Scene 1543,0.179775281,0,0.878085665,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.470588235,0.853932584,0.392156863,0.111111111,0.571428571,0.736842105,0,0.20249416,0.918200409,0,0,0,1,1,0,2,-10,10
Scene 1544,0.483146067,0,0.132208875,0.5,1,0.5,1,1,0.5,0.5,1,0,0,0.5,0,0.274509804,0.820224719,0.980392157,0.373737374,0.816326531,0.684210526,0,0.021386271,0.462167689,0,0,1,1,0,0,10,-10,8
Scene 1545,0.573033708,0,0.757699844,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.31372549,0.595505618,0.431372549,0.333333333,0,0.736842105,0,0.30387799,0.190184049,1,0,0,1,0,1,2,-10,8
Scene 1546,0.258426966,1,0.90744965,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.647058824,0.853932584,0.215686275,0.111111111,0.87755102,0.947368421,1,0.722242637,0.022494888,0,0,0,1,0,1,10,10,8
Scene 1547,0.191011236,1,0.122223103,0.5,0,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,0.862745098,0.573033708,0.549019608,0.565656566,0.734693878,0.473684211,1,0.555974224,0.200408998,0,0,1,1,1,0,10,-10,10
Scene 1548,0.97752809,0,0.698197383,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.588235294,0.91011236,0.960784314,0.868686869,0.408163265,0.315789474,0,0.250115565,0.513292434,0,0,1,0,0,1,10,10,10
Scene 1549,0.202247191,0,0.720377655,0,0.5,0.5,0.5,0.5,1,0.5,0.5,1,0,0.5,0.5,0.803921569,0.269662921,0.274509804,0.070707071,0.93877551,1,0,0.24501814,0.531697342,0,0,1,1,1,1,10,10,10
Scene 1550,0.224719101,1,0.098827032,0,0.5,0,1,0,1,1,0.5,0.5,1,0,0,0.176470588,0.235955056,0.921568627,0.525252525,0.306122449,0.789473684,1,0.082506203,0.959100204,0,0,0,1,1,0,-2,-10,10
Scene 1551,0.528089888,1,0.234513231,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.764705882,0.865168539,0.784313725,0.939393939,0.244897959,0.894736842,1,0.58701625,0.985685072,0,0,0,1,0,0,8,-10,8
Scene 1552,0.808988764,1,0.056708728,0,0,0.5,0.5,0,0,0.5,0,1,0.5,0.5,0,0.843137255,0.314606742,0.862745098,0.545454545,0.693877551,0.473684211,1,0.162284368,0.572597137,0,0,0,0,0,0,-2,-10,10
Scene 1553,0.438202247,0,0.81718058,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.647058824,0.258426966,0.509803922,0.191919192,0.163265306,0.210526316,0,0.500798097,0.249488753,0,0,0,1,1,0,10,-10,10
Scene 1554,0.078651685,1,0.189230469,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.490196078,0.213483146,0.725490196,0.858585859,0.387755102,0.421052632,1,0.597250066,0.073619632,0,0,0,0,0,1,10,10,10
Scene 1555,0.292134831,0,0.974473623,0.5,0,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.31372549,0.337078652,0.019607843,0.282828283,0.408163265,0.842105263,0,0.713318753,0.490797546,0,0,0,1,1,1,10,-10,10
Scene 1556,0.887640449,0,0.08968419,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.202247191,0.333333333,0.141414141,0.693877551,0.736842105,0,0.176523238,0.564417178,0,0,0,1,0,1,10,10,8
Scene 1557,0.775280899,0,0.586755349,1,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,1,0.098039216,0.842696629,0.254901961,0.141414141,0.551020408,0.315789474,0,0.087350289,0.934560327,0,0,1,1,1,1,-2,10,10
Scene 1558,0.112359551,1,0.881336456,0.5,0.5,0,0.5,0.5,0.5,0,1,0.5,0.5,1,1,0.235294118,0.617977528,0.980392157,0.939393939,0.469387755,1,1,0.121914241,0.167689162,0,0,0,1,1,0,10,-10,10
Scene 1559,0.449438202,1,0.072192399,0.5,0.5,0.5,0.5,0.5,0.5,0,1,0.5,0.5,0,0,0.588235294,0.606741573,0.921568627,0.080808081,0.755102041,0.105263158,1,0.598095896,0.867075665,0,0,0,1,0,0,10,-10,8
Scene 1560,0.078651685,1,0.257265566,0,0.5,1,0.5,1,0.5,0,0,1,0,1,1,0.450980392,0.696629213,0.862745098,0.313131313,0.408163265,0.157894737,1,0.857220002,0.527607362,0,0,1,1,0,1,10,-10,8
Scene 1561,0.494382022,1,0.231786438,0,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,1,0.764705882,0.887640449,0.431372549,0.737373737,0.897959184,1,1,0.936747618,0.648261759,0,0,1,0,0,1,-2,10,10
Scene 1562,0.224719101,1,0.357716511,0,0.5,0.5,1,1,0.5,1,0,0,0.5,0.5,1,0.039215686,0.101123596,0.568627451,0.070707071,0.816326531,0.157894737,1,0.190741702,0.529652352,0,0,0,1,0,1,-2,-10,8
Scene 1563,0.876404494,1,0.028586425,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.490196078,0.213483146,0.607843137,0.151515152,0.163265306,0.842105263,1,0.575083608,0.325153374,0,0,1,0,1,0,-2,-10,10
Scene 1564,0.06741573,0,0.153892384,0.5,1,0.5,0,0.5,1,1,1,0.5,1,0,0.5,0.705882353,0.696629213,0.509803922,0.454545455,0.734693878,0.473684211,0,0.911968584,0.711656442,0,0,1,0,1,1,10,10,10
Scene 1565,0.617977528,1,0.465663162,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.490196078,0.483146067,0.921568627,0.797979798,0.183673469,0.105263158,1,0.727157641,0.278118609,0,0,0,0,0,1,8,10,10
Scene 1566,0.08988764,0,0.157848082,0,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.823529412,0.95505618,0.725490196,0.505050505,0.183673469,0.894736842,0,0.845731434,0.965235174,0,0,1,1,0,1,10,10,8
Scene 1567,0.674157303,1,0.688735718,0,0.5,0.5,1,1,0.5,1,0.5,1,0,0.5,1,0.31372549,0.08988764,0.862745098,0.898989899,0.591836735,0.684210526,1,0.554227468,0.00408998,0,0,1,1,0,1,10,10,8
Scene 1568,0.505617978,1,0.69892202,0,0.5,1,0,0.5,0.5,1,0.5,1,0.5,0.5,0,0.470588235,0.359550562,0.274509804,0.525252525,0.816326531,0.947368421,1,0.850426421,0.102249489,0,0,0,1,0,0,10,-10,8
Scene 1569,0.157303371,1,0.908605453,0.5,0.5,0.5,1,0.5,0,0.5,0,0,1,0.5,0.5,0.098039216,0.617977528,0.137254902,0.01010101,0.081632653,0.421052632,1,0.660236804,0.783231084,0,0,0,1,0,0,10,-10,8
Scene 1570,0.359550562,1,0.668456983,0.5,0.5,0.5,0.5,1,0,0.5,1,1,0.5,0.5,0.5,1,0.056179775,0.176470588,0.363636364,0.734693878,0.789473684,1,0.003357705,0.435582822,0,0,0,1,1,1,10,10,10
Scene 1571,0.202247191,1,0.876855144,1,0.5,0.5,1,0.5,0.5,0.5,0,1,0.5,0.5,0.5,0.196078431,1,0.137254902,0.565656566,0.959183673,0.684210526,1,0.287187644,0.163599182,0,0,0,0,1,0,10,-10,10
Scene 1572,0.258426966,0,0.0084553,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.843137255,0.685393258,0.803921569,0.161616162,0.06122449,0.368421053,0,0.583142289,0.372188139,0,0,0,0,1,1,8,10,10
Scene 1573,0.359550562,0,0.483791091,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.235294118,0.325842697,0.098039216,0.333333333,0.306122449,0.263157895,0,0.495594763,0.061349693,0,0,1,1,0,1,-2,10,8
Scene 1574,0.494382022,0,0.349747822,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.607843137,0.404494382,0.333333333,0.404040404,0.489795918,0.263157895,0,0.760407681,0.398773006,0,0,1,1,0,1,8,-10,8
Scene 1575,0.730337079,0,0.150389436,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.862745098,0.719101124,0.764705882,0.434343434,0.102040816,0.894736842,0,0.539854325,0.36400818,0,0,1,1,0,1,10,10,8
Scene 1576,0.011235955,0,0.910179676,0.5,0.5,0.5,1,0.5,0.5,0,0,0.5,0.5,0,1,0.745098039,0.247191011,0.039215686,0.111111111,0.12244898,0.052631579,0,0.282035949,0.789366053,0,0,1,1,0,0,10,-10,8
Scene 1577,0.033707865,1,0.854913214,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0.764705882,0.247191011,0.37254902,0.929292929,0.367346939,0.631578947,1,0.551773456,0.449897751,0,0,0,0,1,0,10,-10,8
Scene 1578,0.707865169,1,0.388832472,0.5,0,0,0.5,0.5,0.5,0.5,0,0.5,0,0,1,0.37254902,0,0.862745098,0.939393939,0.306122449,0.947368421,1,0.353055251,0.112474438,0,0,1,1,1,1,-2,-10,10
Scene 1579,0.460674157,0,0.068509979,0,0.5,0,0.5,0,0.5,0.5,0.5,1,0.5,0,0.5,1,0.707865169,0.176470588,0.787878788,0.448979592,0.842105263,0,0.329487763,0.171779141,0,0,0,1,1,0,-2,-10,10
Scene 1580,0.93258427,0,0.087802683,0,0,0.5,0.5,1,1,0.5,0.5,1,0,0.5,0.5,0.392156863,0.280898876,0.705882353,0.333333333,0.959183673,0.157894737,0,0.926709416,0.161554192,0,0,0,0,0,0,-2,-10,10
Scene 1581,0.887640449,1,0.528457854,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.960784314,0.415730337,0.019607843,0.323232323,0.551020408,0.789473684,1,0.30413046,0.478527607,0,0,0,0,1,1,-2,10,10
Scene 1582,0.191011236,1,0.450174154,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0,0.333333333,0.775280899,0.607843137,0.717171717,0.918367347,0.842105263,1,0.560584064,0.889570552,0,0,0,0,1,1,10,10,8
Scene 1583,0.303370787,0,0.873096209,0.5,0.5,0,0.5,0,1,1,0.5,1,1,0.5,0.5,0.745098039,0.292134831,0.254901961,0.727272727,0.306122449,0.842105263,0,0.198338661,0.957055215,0,0,1,1,0,1,-2,-2,8
Scene 1584,0.730337079,0,0.099472777,1,0,0,0,0.5,0.5,1,0.5,0,0.5,1,1,0.588235294,0.370786517,0.921568627,0.949494949,0.755102041,0.736842105,0,0.212451145,0.828220859,0,0,1,1,0,1,-2,10,8
Scene 1585,0.314606742,1,0.512082467,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.68627451,0.786516854,0.745098039,0.454545455,0.224489796,0.315789474,1,0.762798834,0.212678937,0,0,0,0,0,1,10,-10,10
Scene 1586,0.674157303,1,0.2007934,0,0.5,0.5,0,0,0.5,0.5,1,0.5,0.5,0.5,0.5,0.882352941,0.752808989,0.941176471,1,0.510204082,0.631578947,1,0.900027043,0.443762781,0,0,0,1,1,0,-2,-10,10
Scene 1587,0.786516854,1,0.781556434,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.490196078,0.764044944,0.117647059,0.191919192,0.93877551,0.526315789,1,0.31540869,0.374233129,0,0,0,0,1,0,10,-10,10
Scene 1588,0.528089888,1,0.484689777,0.5,0.5,1,0,0.5,0.5,1,0.5,0.5,0.5,0,0,0.647058824,0.280898876,0.176470588,0.747474747,0.346938776,0.684210526,1,0.470653267,0.296523517,0,0,0,0,0,1,10,10,10
Scene 1589,0.348314607,1,0.92776543,0,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0,0.215686275,0.269662921,0.058823529,0.434343434,0.326530612,0.105263158,1,0.422819144,0.45398773,0,0,0,1,0,1,-2,10,8
Scene 1590,0.494382022,1,0.912198753,0,0,0.5,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.705882353,0.550561798,0.333333333,0.565656566,0.183673469,0,1,0.592567927,0.619631902,0,0,0,1,1,0,-2,-10,10
Scene 1591,0.820224719,0,0.785008209,0,1,0.5,0.5,0,1,0.5,0.5,1,0.5,0.5,0.5,0.647058824,0.573033708,0.294117647,0.292929293,0.510204082,0.526315789,0,0.982970588,0.00204499,0,0,1,0,0,1,-2,10,10
Scene 1592,0.505617978,0,0.085483981,0,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0,0.5,0.274509804,0.898876404,0.588235294,0.707070707,0.244897959,0.894736842,0,0.342510868,0.826175869,0,0,1,1,1,1,-2,10,10
Scene 1593,0.764044944,1,0.589374241,0.5,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0.588235294,0.078651685,0.941176471,0.949494949,0.551020408,0.526315789,1,0.729534326,0.423312883,0,0,0,1,1,0,10,-10,10
Scene 1594,0.539325843,0,0.591485617,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,1,0.5,1,0.568627451,0.966292135,0.62745098,0.949494949,0.12244898,0.578947368,0,0.20910505,0.54805726,0,0,1,0,0,1,10,10,10
Scene 1595,0.224719101,1,0.23129669,0.5,0.5,0.5,0,1,0.5,0.5,0,0.5,0.5,0.5,0.5,0.68627451,0.831460674,0.647058824,0.535353535,0.408163265,0.736842105,1,0.820033038,0.00204499,0,0,0,1,0,0,10,-10,8
Scene 1596,0.157303371,0,0.421537883,0.5,0,1,0,0.5,0.5,0,0,1,0.5,0,0.5,0.509803922,0.056179775,0.588235294,0.151515152,0.714285714,0.578947368,0,0.955386792,0.433537832,0,0,0,0,0,0,-2,-10,10
Scene 1597,0.179775281,1,0.738399787,1,0,0.5,1,0,0,0.5,0.5,1,1,0.5,0,0.039215686,0.325842697,0.823529412,0.737373737,0.346938776,0,1,0.964473106,0.973415133,0,0,1,1,1,0,-2,-10,10
Scene 1598,0.449438202,1,0.78347461,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.156862745,0.741573034,0.647058824,0.868686869,0.673469388,0.684210526,1,0.797316148,0.488752556,0,0,0,1,0,0,10,-10,8
Scene 1599,0.303370787,0,0.44355092,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0,0.5,0.5,0.509803922,0.91011236,0.333333333,0.868686869,0.489795918,0.631578947,0,0.341965542,0.887525562,0,0,0,1,0,1,8,10,8
Scene 1600,0.269662921,1,0.482811471,0.5,0.5,0.5,0.5,0,0.5,0,1,0,0.5,1,1,0.549019608,0.269662921,0.568627451,0.616161616,0.816326531,0.578947368,1,0.152261192,0.159509202,0,0,0,0,0,1,10,-2,-2
Scene 1601,0.280898876,0,0.032946768,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.431372549,0.303370787,0.098039216,0.484848485,0.102040816,0.368421053,0,0.512947199,0.120654397,0,0,1,0,1,0,10,-10,10
Scene 1602,0.550561798,0,0.469680062,1,1,0.5,0.5,0.5,0,0.5,0,1,1,0.5,0.5,0.058823529,0.752808989,0.607843137,0.878787879,0.734693878,0.526315789,0,0.03750174,0.437627812,0,0,0,0,1,0,-2,-10,10
Scene 1603,0.865168539,1,0.13033228,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0,0.156862745,0.168539326,0.764705882,0.161616162,0.530612245,0.842105263,1,0.244126528,0.826175869,0,0,0,1,1,0,-2,-10,10
Scene 1604,0.831460674,0,0.581899945,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.549019608,0.202247191,0.568627451,0.868686869,0.408163265,0.684210526,0,0.981880245,0.075664622,0,0,0,0,0,0,2,-10,10
Scene 1605,0.134831461,1,0.563139301,0.5,1,1,0.5,0.5,0.5,0,1,0,1,0,0.5,0.745098039,0.056179775,0.176470588,0.898989899,0.87755102,0.526315789,1,0.188724373,0.91206544,0,0,1,0,1,1,-2,-10,10
Scene 1606,0.415730337,0,0.933930845,0.5,0,0.5,0,0.5,1,0.5,0,1,0,0.5,0.5,0.62745098,0.123595506,0.62745098,0.949494949,0.183673469,0.421052632,0,0.424449627,0.685071575,0,0,0,0,0,1,-2,-10,10
Scene 1607,0.483146067,1,0.84662305,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.37254902,0.842696629,0.31372549,0.464646465,0.163265306,0.947368421,1,0.401187853,0.670756646,0,0,0,1,1,0,10,-10,10
Scene 1608,0.696629213,0,0.276723504,0.5,0,0,0.5,0.5,0.5,0,0.5,0.5,0,1,0.5,0.431372549,0.483146067,0.980392157,0.939393939,0.857142857,0.263157895,0,0.706476356,0.470347648,0,0,0,1,0,0,10,-10,8
Scene 1609,0.134831461,1,0.701673018,0.5,0.5,0.5,1,0,1,0.5,0.5,1,0.5,0.5,0,0.725490196,0.898876404,0.274509804,0.525252525,0.285714286,0.263157895,1,0.141434434,0.400817996,0,0,0,1,1,1,10,10,10
Scene 1610,0.539325843,0,0.597442763,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.803921569,0.123595506,0.156862745,0.95959596,0.163265306,0.736842105,0,0.227278377,0.946830266,0,0,0,0,0,1,-2,10,10
Scene 1611,0.573033708,1,0.216776534,0.5,0.5,0.5,0,1,0.5,0.5,0,0.5,0.5,0,0.5,0.235294118,0.269662921,0.68627451,0.808080808,0.306122449,0.684210526,1,0.065544931,0.206543967,0,0,1,0,1,0,10,-10,10
Scene 1612,0.325842697,1,0.674099687,0,0,0.5,0,0,1,0.5,0,0.5,1,0.5,1,0.764705882,0.123595506,0.607843137,0.555555556,0.755102041,0.578947368,1,0.332546937,0.889570552,0,0,1,0,1,0,10,-10,10
Scene 1613,0.179775281,0,0.673441165,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.666666667,0.101123596,0.058823529,0.282828283,0.93877551,1,0,0.563099378,0.27198364,0,0,0,0,0,0,10,-10,10
Scene 1614,0.06741573,0,0.766662468,0,0.5,1,0.5,1,0.5,1,0.5,0.5,0.5,1,0.5,0.549019608,0.494382022,0,0.737373737,0.93877551,0.263157895,0,0.463930003,0.167689162,0,0,0,0,0,1,10,10,10
Scene 1615,0.134831461,1,0.901570549,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.117647059,1,0.176470588,0.262626263,0.795918367,0.210526316,1,0.755956643,0.584867076,0,0,0,0,0,0,8,-10,10
Scene 1616,0.719101124,0,0.512082216,1,0.5,0.5,1,0.5,0.5,0,1,1,0.5,1,0.5,0.31372549,0.292134831,0.431372549,0.202020202,0.673469388,0.631578947,0,0.698134519,0.889570552,0,0,0,0,1,0,10,-10,10
